,EventTemplate,Occurrences
154," is replaced with the line number of the configuration file, which in this case is ",1
155,"
 Reading included configuration file: /etc/xinetd.d/gssftp, [line=13]
",1
156," is replaced with the actual line number of the configuration file, which in this case is ",1
157," is the name of the included configuration file.
* ",1
158," is replaced with the line number of the line being read from the configuration file, which in this case is ",1
159," is replaced with the line number of the line being read from the configuration file. In this case, it is ",1
160,"
 Reading included configuration file: /etc/xinetd.d/tftp, [line=13]
",1
161,"
 Reading included configuration file: /etc/xinetd.d/time-udp, [line=17]
",1
162,": This part of the template indicates that the update was attempted using a time that is within one second of the previous update time.

Therefore, the log message can be abstracted as ",1
163,"from=root, size=629060, class=0, nrcpts=1, msgid=<{process_id}>",1
164,"to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=659060, relay=[{ip}], dsn=4.0.0, stat=Deferred: Connection refused by {ip}",1
165,"from=root, size=1596872, class=0, nrcpts=1, msgid=<{process_id}>, relay=#7#@localhost",1
166,"to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1626872, relay=[{ip}], dsn=4.0.0, stat=Deferred: Connection refused by {ip}",1
167,"from=root, size=1593894, class=0, nrcpts=1, msgid=<{process_id}>",1
168,"to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1623894, relay=[{ip}], dsn=4.0.0, stat=Deferred: Connection refused by {ip}",1
169,"from=root, size=1594553, class=0, nrcpts=1, msgid=<{process_id}>",1
170,"from=root, size=1597080, class=0, nrcpts=1, msgid=<{process_id}>",1
171,"to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1627080, relay=[{ip}], dsn=4.0.0, stat=Deferred: Connection refused by {ip}",1
172,": This is a fixed string that indicates the minimum time step allowed for updates.

Therefore, the log message can be abstracted as ",1
